filename,label
Yellow_Headed_Blackbird_0059_8079.jpg,012.Yellow_headed_Blackbird
Yellow_Headed_Blackbird_0003_8337.jpg,012.Yellow_headed_Blackbird
Yellow_Headed_Blackbird_0061_8208.jpg,012.Yellow_headed_Blackbird
Yellow_Headed_Blackbird_0007_8366.jpg,012.Yellow_headed_Blackbird
Yellow_Headed_Blackbird_0062_8310.jpg,012.Yellow_headed_Blackbird
Yellow_Headed_Blackbird_0008_8756.jpg,012.Yellow_headed_Blackbird
Yellow_Headed_Blackbird_0065_8481.jpg,012.Yellow_headed_Blackbird
Yellow_Headed_Blackbird_0009_8248.jpg,012.Yellow_headed_Blackbird
Yellow_Headed_Blackbird_0070_8583.jpg,012.Yellow_headed_Blackbird
Yellow_Headed_Blackbird_0012_8443.jpg,012.Yellow_headed_Blackbird
Yellow_Headed_Blackbird_0072_8606.jpg,012.Yellow_headed_Blackbird
Yellow_Headed_Blackbird_0013_8362.jpg,012.Yellow_headed_Blackbird
Yellow_Headed_Blackbird_0073_8442.jpg,012.Yellow_headed_Blackbird
Yellow_Headed_Blackbird_0015_8207.jpg,012.Yellow_headed_Blackbird
Yellow_Headed_Blackbird_0074_8452.jpg,012.Yellow_headed_Blackbird
Yellow_Headed_Blackbird_0017_8511.jpg,012.Yellow_headed_Blackbird
Yellow_Headed_Blackbird_0079_8535.jpg,012.Yellow_headed_Blackbird
Yellow_Headed_Blackbird_0018_8588.jpg,012.Yellow_headed_Blackbird
Yellow_Headed_Blackbird_0077_8332.jpg,012.Yellow_headed_Blackbird
Yellow_Headed_Blackbird_0020_8549.jpg,012.Yellow_headed_Blackbird
Yellow_Headed_Blackbird_0080_8601.jpg,012.Yellow_headed_Blackbird
Yellow_Headed_Blackbird_0023_7325.jpg,012.Yellow_headed_Blackbird
Yellow_Headed_Blackbird_0082_8577.jpg,012.Yellow_headed_Blackbird
Yellow_Headed_Blackbird_0024_8586.jpg,012.Yellow_headed_Blackbird
Yellow_Headed_Blackbird_0083_8300.jpg,012.Yellow_headed_Blackbird
Yellow_Headed_Blackbird_0025_8262.jpg,012.Yellow_headed_Blackbird
Yellow_Headed_Blackbird_0084_8435.jpg,012.Yellow_headed_Blackbird
Yellow_Headed_Blackbird_0026_8545.jpg,012.Yellow_headed_Blackbird
Yellow_Headed_Blackbird_0085_8363.jpg,012.Yellow_headed_Blackbird
Yellow_Headed_Blackbird_0031_8456.jpg,012.Yellow_headed_Blackbird
Yellow_Headed_Blackbird_0086_8487.jpg,012.Yellow_headed_Blackbird
Yellow_Headed_Blackbird_0034_7736.jpg,012.Yellow_headed_Blackbird
Yellow_Headed_Blackbird_0091_8555.jpg,012.Yellow_headed_Blackbird
Yellow_Headed_Blackbird_0035_8447.jpg,012.Yellow_headed_Blackbird
Yellow_Headed_Blackbird_0095_8458.jpg,012.Yellow_headed_Blackbird
Yellow_Headed_Blackbird_0038_8689.jpg,012.Yellow_headed_Blackbird
Yellow_Headed_Blackbird_0098_8367.jpg,012.Yellow_headed_Blackbird
Yellow_Headed_Blackbird_0040_7514.jpg,012.Yellow_headed_Blackbird
Yellow_Headed_Blackbird_0100_8407.jpg,012.Yellow_headed_Blackbird
Yellow_Headed_Blackbird_0041_8264.jpg,012.Yellow_headed_Blackbird
Yellow_Headed_Blackbird_0102_8441.jpg,012.Yellow_headed_Blackbird
Yellow_Headed_Blackbird_0042_8574.jpg,012.Yellow_headed_Blackbird
Yellow_Headed_Blackbird_0108_7937.jpg,012.Yellow_headed_Blackbird
Yellow_Headed_Blackbird_0043_8250.jpg,012.Yellow_headed_Blackbird
Yellow_Headed_Blackbird_0109_8271.jpg,012.Yellow_headed_Blackbird
Yellow_Headed_Blackbird_0047_7929.jpg,012.Yellow_headed_Blackbird
Yellow_Headed_Blackbird_0049_8548.jpg,012.Yellow_headed_Blackbird
Yellow_Headed_Blackbird_0051_8387.jpg,012.Yellow_headed_Blackbird
Yellow_Headed_Blackbird_0053_8410.jpg,012.Yellow_headed_Blackbird
Yellow_Headed_Blackbird_0055_8357.jpg,012.Yellow_headed_Blackbird
Yellow_Headed_Blackbird_0056_8455.jpg,012.Yellow_headed_Blackbird
Yellow_Headed_Blackbird_0057_8236.jpg,012.Yellow_headed_Blackbird
Yellow_Headed_Blackbird_0058_8350.jpg,012.Yellow_headed_Blackbird
Yellow_Headed_Blackbird_0087_8358.jpg,012.Yellow_headed_Blackbird
Yellow_Headed_Blackbird_0088_8257.jpg,012.Yellow_headed_Blackbird
Yellow_Headed_Blackbird_0089_8326.jpg,012.Yellow_headed_Blackbird
Western_Grebe_0080_36310.jpg,053.Western_Grebe
Western_Grebe_0001_36481.jpg,053.Western_Grebe
Western_Grebe_0077_36355.jpg,053.Western_Grebe
Western_Grebe_0002_36518.jpg,053.Western_Grebe
Western_Grebe_0081_36578.jpg,053.Western_Grebe
Western_Grebe_0004_36130.jpg,053.Western_Grebe
Western_Grebe_0083_36033.jpg,053.Western_Grebe
Western_Grebe_0007_36074.jpg,053.Western_Grebe
Western_Grebe_0089_36154.jpg,053.Western_Grebe
Western_Grebe_0009_36477.jpg,053.Western_Grebe
Western_Grebe_0090_36182.jpg,053.Western_Grebe
Western_Grebe_0011_36522.jpg,053.Western_Grebe
Western_Grebe_0091_36194.jpg,053.Western_Grebe
Western_Grebe_0013_36383.jpg,053.Western_Grebe
Western_Grebe_0092_36121.jpg,053.Western_Grebe
Western_Grebe_0014_36185.jpg,053.Western_Grebe
Western_Grebe_0093_36193.jpg,053.Western_Grebe
Western_Grebe_0017_36218.jpg,053.Western_Grebe
Western_Grebe_0099_36112.jpg,053.Western_Grebe
Western_Grebe_0020_36241.jpg,053.Western_Grebe
Western_Grebe_0102_36116.jpg,053.Western_Grebe
Western_Grebe_0021_36282.jpg,053.Western_Grebe
Western_Grebe_0103_36515.jpg,053.Western_Grebe
Western_Grebe_0022_36148.jpg,053.Western_Grebe
Western_Grebe_0104_36164.jpg,053.Western_Grebe
Western_Grebe_0025_36251.jpg,053.Western_Grebe
Western_Grebe_0105_36542.jpg,053.Western_Grebe
Western_Grebe_0028_36196.jpg,053.Western_Grebe
Western_Grebe_0106_36509.jpg,053.Western_Grebe
Western_Grebe_0029_36379.jpg,053.Western_Grebe
Western_Grebe_0032_36439.jpg,053.Western_Grebe
Western_Grebe_0033_36395.jpg,053.Western_Grebe
Western_Grebe_0034_36149.jpg,053.Western_Grebe
Western_Grebe_0036_36521.jpg,053.Western_Grebe
Western_Grebe_0037_36469.jpg,053.Western_Grebe
Western_Grebe_0038_36363.jpg,053.Western_Grebe
Western_Grebe_0042_36035.jpg,053.Western_Grebe
Western_Grebe_0043_36183.jpg,053.Western_Grebe
Western_Grebe_0044_36188.jpg,053.Western_Grebe
Western_Grebe_0045_36425.jpg,053.Western_Grebe
Western_Grebe_0046_36118.jpg,053.Western_Grebe
Western_Grebe_0047_36203.jpg,053.Western_Grebe
Western_Grebe_0048_36399.jpg,053.Western_Grebe
Western_Grebe_0049_36219.jpg,053.Western_Grebe
Western_Grebe_0050_36163.jpg,053.Western_Grebe
Western_Grebe_0051_36249.jpg,053.Western_Grebe
Western_Grebe_0056_36216.jpg,053.Western_Grebe
Western_Grebe_0057_36157.jpg,053.Western_Grebe
Western_Grebe_0058_36403.jpg,053.Western_Grebe
Western_Grebe_0061_36181.jpg,053.Western_Grebe
Western_Grebe_0064_36613.jpg,053.Western_Grebe
Western_Grebe_0067_36610.jpg,053.Western_Grebe
Western_Grebe_0069_36486.jpg,053.Western_Grebe
Western_Grebe_0070_36162.jpg,053.Western_Grebe
Western_Grebe_0071_36536.jpg,053.Western_Grebe
Western_Grebe_0075_36435.jpg,053.Western_Grebe
Western_Grebe_0085_36224.jpg,053.Western_Grebe
Western_Grebe_0086_36478.jpg,053.Western_Grebe
Western_Grebe_0087_36570.jpg,053.Western_Grebe
Western_Grebe_0088_36428.jpg,053.Western_Grebe
Red_Bellied_Woodpecker_0068_180949.jpg,189.Red_bellied_Woodpecker
Red_Bellied_Woodpecker_0002_180879.jpg,189.Red_bellied_Woodpecker
Red_Bellied_Woodpecker_0069_181248.jpg,189.Red_bellied_Woodpecker
Red_Bellied_Woodpecker_0007_182242.jpg,189.Red_bellied_Woodpecker
Red_Bellied_Woodpecker_0070_181182.jpg,189.Red_bellied_Woodpecker
Red_Bellied_Woodpecker_0008_180858.jpg,189.Red_bellied_Woodpecker
Red_Bellied_Woodpecker_0071_180866.jpg,189.Red_bellied_Woodpecker
Red_Bellied_Woodpecker_0009_180961.jpg,189.Red_bellied_Woodpecker
Red_Bellied_Woodpecker_0073_180994.jpg,189.Red_bellied_Woodpecker
Red_Bellied_Woodpecker_0010_180772.jpg,189.Red_bellied_Woodpecker
Red_Bellied_Woodpecker_0074_180936.jpg,189.Red_bellied_Woodpecker
Red_Bellied_Woodpecker_0012_181765.jpg,189.Red_bellied_Woodpecker
Red_Bellied_Woodpecker_0075_180788.jpg,189.Red_bellied_Woodpecker
Red_Bellied_Woodpecker_0015_182320.jpg,189.Red_bellied_Woodpecker
Red_Bellied_Woodpecker_0077_182334.jpg,189.Red_bellied_Woodpecker
Red_Bellied_Woodpecker_0016_180760.jpg,189.Red_bellied_Woodpecker
Red_Bellied_Woodpecker_0079_181010.jpg,189.Red_bellied_Woodpecker
Red_Bellied_Woodpecker_0017_181131.jpg,189.Red_bellied_Woodpecker
Red_Bellied_Woodpecker_0078_181887.jpg,189.Red_bellied_Woodpecker
Red_Bellied_Woodpecker_0020_182335.jpg,189.Red_bellied_Woodpecker
Red_Bellied_Woodpecker_0081_182336.jpg,189.Red_bellied_Woodpecker
Red_Bellied_Woodpecker_0021_182303.jpg,189.Red_bellied_Woodpecker
Red_Bellied_Woodpecker_0086_181891.jpg,189.Red_bellied_Woodpecker
Red_Bellied_Woodpecker_0022_181969.jpg,189.Red_bellied_Woodpecker
Red_Bellied_Woodpecker_0088_180941.jpg,189.Red_bellied_Woodpecker
Red_Bellied_Woodpecker_0023_181958.jpg,189.Red_bellied_Woodpecker
Red_Bellied_Woodpecker_0089_181907.jpg,189.Red_bellied_Woodpecker
Red_Bellied_Woodpecker_0025_180756.jpg,189.Red_bellied_Woodpecker
Red_Bellied_Woodpecker_0091_180938.jpg,189.Red_bellied_Woodpecker
Red_Bellied_Woodpecker_0026_180783.jpg,189.Red_bellied_Woodpecker
Red_Bellied_Woodpecker_0092_182235.jpg,189.Red_bellied_Woodpecker
Red_Bellied_Woodpecker_0028_181830.jpg,189.Red_bellied_Woodpecker
Red_Bellied_Woodpecker_0103_180803.jpg,189.Red_bellied_Woodpecker
Red_Bellied_Woodpecker_0031_180975.jpg,189.Red_bellied_Woodpecker
Red_Bellied_Woodpecker_0104_181616.jpg,189.Red_bellied_Woodpecker
Red_Bellied_Woodpecker_0032_181587.jpg,189.Red_bellied_Woodpecker
Red_Bellied_Woodpecker_0106_180757.jpg,189.Red_bellied_Woodpecker
Red_Bellied_Woodpecker_0035_181913.jpg,189.Red_bellied_Woodpecker
Red_Bellied_Woodpecker_0108_180956.jpg,189.Red_bellied_Woodpecker
Red_Bellied_Woodpecker_0039_180814.jpg,189.Red_bellied_Woodpecker
Red_Bellied_Woodpecker_0110_181188.jpg,189.Red_bellied_Woodpecker
Red_Bellied_Woodpecker_0042_181062.jpg,189.Red_bellied_Woodpecker
Red_Bellied_Woodpecker_0112_180827.jpg,189.Red_bellied_Woodpecker
Red_Bellied_Woodpecker_0044_181122.jpg,189.Red_bellied_Woodpecker
Red_Bellied_Woodpecker_0114_181092.jpg,189.Red_bellied_Woodpecker
Red_Bellied_Woodpecker_0049_180755.jpg,189.Red_bellied_Woodpecker
